Date and Time:                Wed Oct 22 10:02:17.879 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	350
478.84332	356
479.35983	365
479.87631	378
480.39282	398
480.9093	337
481.42575	384
481.94223	377
482.45868	358
482.97513	361
483.49158	388
484.00803	345
484.52444	376
485.04086	416
485.55728	398
486.07367	442
486.59006	439
487.10645	454
487.62283	459
488.13919	456
488.65555	484
489.17191	487
489.68826	489
490.20459	539
490.72092	505
491.23724	514
491.75354	517
492.26984	543
492.78613	543
493.30243	585
493.8187	606
494.33496	595
494.85123	602
495.36746	644
495.8837	610
496.39993	653
496.91617	654
497.43237	663
497.94858	643
498.46478	677
498.98096	669
499.49713	715
500.01331	665
500.52945	674
501.04562	713
501.56174	713
502.07788	730
502.59399	673
503.11011	690
503.62622	680
504.1423	703
504.65839	659
505.17447	665
505.69052	714
506.20657	642
506.72263	712
507.23865	695
507.75467	658
508.27069	665
508.78668	720
509.30267	684
509.81866	659
510.33463	724
510.85059	706
511.36655	683
511.88248	710
512.39844	696
512.91437	720
513.43024	690
513.94617	660
514.46204	671
514.97791	769
515.49377	723
516.00964	673
516.52551	682
517.04132	669
517.55719	690
518.073	689
518.58881	650
519.10461	667
519.62036	665
520.13617	684
520.65192	636
521.16766	643
521.68341	639
522.1991	688
522.71484	648
523.23053	638
523.74622	660
524.2619	668
524.77759	659
525.29327	647
525.8089	628
526.32452	666
526.84015	666
527.35577	645
527.8714	659
528.38696	606
528.90259	636
529.41815	636
529.93372	680
530.44922	653
530.96478	624
531.48029	645
531.99579	630
532.51129	675
533.02679	688
533.5423	637
534.05774	644
534.57318	665
535.08862	663
535.60406	645
536.11945	620
536.63489	668
537.15027	695
537.66565	644
538.18097	650
538.69635	657
539.21167	658
539.72699	679
540.24231	631
540.75763	653
541.27289	678
541.78821	666
542.30347	685
542.81873	632
543.33392	694
543.84918	671
544.36438	691
544.87958	639
545.39478	658
545.90991	684
546.42511	663
546.94025	671
547.45538	708
547.97052	641
548.4856	691
549.00073	699
549.51581	695
550.03088	655
550.5459	700
551.06097	700
551.57599	686
552.091	691
552.60602	709
553.12097	679
553.63593	711
554.15094	668
554.66583	742
555.18079	767
555.69568	765
556.21063	776
556.72552	802
557.24036	784
557.75525	750
558.27008	750
558.78491	726
559.29974	782
559.81458	840
560.32935	820
560.84412	812
561.35889	859
561.87366	852
562.38837	831
562.90308	895
563.41779	908
563.9325	945
564.44714	879
564.96179	929
565.47644	922
565.99109	980
566.50574	960
567.02032	969
567.53491	977
568.0495	971
568.56403	998
569.07861	1019
569.59314	1008
570.1076	1017
570.62213	1054
571.1366	1064
571.65106	1059
572.16553	1083
572.67999	1143
573.1944	1108
573.7088	1102
574.22321	1149
574.73755	1107
575.25195	1156
575.7663	1170
576.28058	1178
576.79492	1209
577.3092	1223
577.82349	1267
578.33777	1170
578.85205	1261
579.36627	1262
579.88049	1260
580.39471	1348
580.90887	1310
581.42303	1389
581.93719	1396
582.45135	1395
582.96545	1363
583.47955	1375
583.99365	1401
584.50775	1389
585.02179	1369
585.53583	1505
586.04987	1407
586.5639	1462
587.07788	1436
587.59186	1452
588.10583	1525
588.61975	1519
589.13373	1467
589.64758	1512
590.1615	1471
590.67542	1499
591.18927	1559
591.70306	1497
592.21692	1528
592.73071	1509
593.24451	1522
593.7583	1586
594.27209	1578
594.78583	1556
595.29956	1627
595.81323	1604
596.32697	1626
596.84064	1593
597.35425	1672
597.86792	1598
598.38153	1680
598.89514	1683
599.40875	1623
599.9223	1678
600.43585	1725
600.9494	1610
601.46289	1708
601.97638	1769
602.48987	1645
