Date and Time:                Sat Oct 18 13:12:07.889 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -88.333
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	279
478.84332	303
479.35983	328
479.87631	314
480.39282	329
480.9093	316
481.42575	321
481.94223	326
482.45868	317
482.97513	318
483.49158	320
484.00803	313
484.52444	334
485.04086	310
485.55728	334
486.07367	308
486.59006	329
487.10645	304
487.62283	329
488.13919	313
488.65555	331
489.17191	311
489.68826	327
490.20459	306
490.72092	312
491.23724	327
491.75354	324
492.26984	299
492.78613	305
493.30243	313
493.8187	323
494.33496	313
494.85123	313
495.36746	320
495.8837	322
496.39993	318
496.91617	310
497.43237	328
497.94858	305
498.46478	328
498.98096	330
499.49713	319
500.01331	309
500.52945	322
501.04562	332
501.56174	319
502.07788	316
502.59399	311
503.11011	325
503.62622	326
504.1423	321
504.65839	311
505.17447	323
505.69052	304
506.20657	336
506.72263	332
507.23865	287
507.75467	340
508.27069	329
508.78668	320
509.30267	312
509.81866	320
510.33463	346
510.85059	324
511.36655	315
511.88248	330
512.39844	310
512.91437	335
513.43024	322
513.94617	326
514.46204	309
514.97791	325
515.49377	333
516.00964	310
516.52551	336
517.04132	326
517.55719	323
518.073	307
518.58881	314
519.10461	316
519.62036	302
520.13617	309
520.65192	322
521.16766	321
521.68341	312
522.1991	324
522.71484	311
523.23053	310
523.74622	314
524.2619	313
524.77759	313
525.29327	306
525.8089	337
526.32452	310
526.84015	318
527.35577	309
527.8714	305
528.38696	320
528.90259	318
529.41815	332
529.93372	315
530.44922	310
530.96478	295
531.48029	310
531.99579	319
532.51129	309
533.02679	318
533.5423	328
534.05774	305
534.57318	317
535.08862	322
535.60406	299
536.11945	322
536.63489	309
537.15027	312
537.66565	326
538.18097	316
538.69635	321
539.21167	324
539.72699	330
540.24231	330
540.75763	325
541.27289	330
541.78821	330
542.30347	292
542.81873	312
543.33392	298
543.84918	315
544.36438	317
544.87958	331
545.39478	300
545.90991	307
546.42511	290
546.94025	304
547.45538	305
547.97052	300
548.4856	301
549.00073	322
549.51581	333
550.03088	321
550.5459	326
551.06097	300
551.57599	307
552.091	318
552.60602	320
553.12097	307
553.63593	299
554.15094	319
554.66583	320
555.18079	310
555.69568	325
556.21063	295
556.72552	305
557.24036	332
557.75525	315
558.27008	322
558.78491	310
559.29974	321
559.81458	308
560.32935	316
560.84412	330
561.35889	317
561.87366	316
562.38837	326
562.90308	296
563.41779	325
563.9325	317
564.44714	341
