Date and Time:                Sat Oct 18 13:11:29.841 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -88.333
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	258
478.84332	320
479.35983	325
479.87631	318
480.39282	320
480.9093	314
481.42575	312
481.94223	342
482.45868	330
482.97513	304
483.49158	295
484.00803	308
484.52444	315
485.04086	322
485.55728	314
486.07367	333
486.59006	308
487.10645	310
487.62283	313
488.13919	310
488.65555	314
489.17191	323
489.68826	304
490.20459	304
490.72092	329
491.23724	346
491.75354	315
492.26984	323
492.78613	331
493.30243	331
493.8187	329
494.33496	327
494.85123	322
495.36746	317
495.8837	323
496.39993	320
496.91617	319
497.43237	331
497.94858	322
498.46478	301
498.98096	295
499.49713	320
500.01331	331
500.52945	319
501.04562	306
501.56174	314
502.07788	332
502.59399	307
503.11011	321
503.62622	316
504.1423	314
504.65839	325
505.17447	302
505.69052	309
506.20657	322
506.72263	323
507.23865	325
507.75467	312
508.27069	332
508.78668	307
509.30267	320
509.81866	295
510.33463	326
510.85059	321
511.36655	304
511.88248	290
512.39844	336
512.91437	315
513.43024	305
513.94617	316
514.46204	327
514.97791	324
515.49377	310
516.00964	319
516.52551	298
517.04132	308
517.55719	298
518.073	332
518.58881	322
519.10461	311
519.62036	316
520.13617	321
520.65192	326
521.16766	314
521.68341	349
522.1991	317
522.71484	304
523.23053	310
523.74622	304
524.2619	313
524.77759	326
525.29327	322
525.8089	313
526.32452	328
526.84015	324
527.35577	328
527.8714	305
528.38696	316
528.90259	313
529.41815	330
529.93372	315
530.44922	306
530.96478	310
531.48029	315
531.99579	319
532.51129	292
533.02679	311
533.5423	322
534.05774	335
534.57318	319
535.08862	328
535.60406	310
536.11945	319
536.63489	313
537.15027	319
537.66565	313
538.18097	341
538.69635	302
539.21167	328
539.72699	312
540.24231	319
540.75763	310
541.27289	310
541.78821	325
542.30347	315
542.81873	310
543.33392	304
543.84918	316
544.36438	301
544.87958	342
545.39478	324
545.90991	306
546.42511	307
546.94025	322
547.45538	304
547.97052	318
548.4856	314
549.00073	298
549.51581	323
550.03088	328
550.5459	305
551.06097	340
551.57599	307
552.091	312
552.60602	302
553.12097	335
553.63593	306
554.15094	329
554.66583	310
555.18079	312
555.69568	327
556.21063	320
556.72552	325
557.24036	330
557.75525	314
558.27008	318
558.78491	301
559.29974	333
559.81458	320
560.32935	311
560.84412	305
561.35889	294
561.87366	324
562.38837	329
562.90308	314
563.41779	301
563.9325	315
564.44714	305
