Date and Time:                Fri Oct 17 08:35:48.845 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -89.631
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	309
478.84332	355
479.35983	363
479.87631	369
480.39282	369
480.9093	373
481.42575	367
481.94223	364
482.45868	350
482.97513	337
483.49158	362
484.00803	394
484.52444	375
485.04086	389
485.55728	370
486.07367	402
486.59006	426
487.10645	433
487.62283	404
488.13919	430
488.65555	432
489.17191	414
489.68826	436
490.20459	446
490.72092	420
491.23724	471
491.75354	425
492.26984	486
492.78613	455
493.30243	463
493.8187	495
494.33496	443
494.85123	461
495.36746	472
495.8837	506
496.39993	519
496.91617	505
497.43237	526
497.94858	496
498.46478	544
498.98096	504
499.49713	568
500.01331	523
500.52945	499
501.04562	525
501.56174	531
502.07788	560
502.59399	542
503.11011	538
503.62622	497
504.1423	511
504.65839	499
505.17447	540
505.69052	520
506.20657	540
506.72263	527
507.23865	524
507.75467	517
508.27069	518
508.78668	535
509.30267	514
509.81866	532
510.33463	533
510.85059	530
511.36655	513
511.88248	523
512.39844	534
512.91437	494
513.43024	519
513.94617	537
514.46204	562
514.97791	544
515.49377	534
516.00964	538
516.52551	525
517.04132	513
517.55719	528
518.073	554
518.58881	500
519.10461	504
519.62036	546
520.13617	527
520.65192	510
521.16766	523
521.68341	531
522.1991	572
522.71484	509
523.23053	527
523.74622	511
524.2619	525
524.77759	512
525.29327	497
525.8089	498
526.32452	481
526.84015	514
527.35577	515
527.8714	511
528.38696	530
528.90259	501
529.41815	506
529.93372	511
530.44922	465
530.96478	478
531.48029	477
531.99579	522
532.51129	491
533.02679	458
533.5423	499
534.05774	492
534.57318	460
535.08862	463
535.60406	487
536.11945	530
536.63489	511
537.15027	533
537.66565	497
538.18097	495
538.69635	495
539.21167	491
539.72699	468
540.24231	483
540.75763	508
541.27289	472
541.78821	484
542.30347	524
542.81873	514
543.33392	498
543.84918	514
544.36438	478
544.87958	502
545.39478	479
545.90991	465
546.42511	506
546.94025	508
547.45538	509
547.97052	499
548.4856	465
549.00073	505
549.51581	496
550.03088	491
550.5459	531
551.06097	521
551.57599	507
552.091	512
552.60602	502
553.12097	539
553.63593	536
554.15094	528
554.66583	528
555.18079	521
555.69568	528
556.21063	521
556.72552	540
557.24036	562
557.75525	556
558.27008	556
558.78491	497
559.29974	515
559.81458	538
560.32935	588
560.84412	547
561.35889	562
561.87366	534
562.38837	563
562.90308	569
563.41779	566
563.9325	549
564.44714	593
564.96179	622
565.47644	569
565.99109	615
566.50574	588
567.02032	622
567.53491	612
568.0495	632
568.56403	592
569.07861	632
569.59314	654
570.1076	645
570.62213	651
571.1366	646
571.65106	650
572.16553	679
572.67999	644
573.1944	648
573.7088	685
574.22321	678
574.73755	684
575.25195	705
575.7663	709
576.28058	677
576.79492	690
577.3092	728
577.82349	745
578.33777	761
578.85205	701
579.36627	717
579.88049	771
580.39471	742
580.90887	743
581.42303	746
581.93719	740
582.45135	799
582.96545	842
583.47955	786
583.99365	779
584.50775	768
585.02179	776
585.53583	828
586.04987	839
586.5639	783
587.07788	862
587.59186	830
588.10583	831
588.61975	839
589.13373	819
589.64758	855
590.1615	877
590.67542	787
591.18927	857
591.70306	845
592.21692	866
592.73071	916
593.24451	893
593.7583	894
594.27209	896
594.78583	891
595.29956	906
595.81323	913
596.32697	909
596.84064	885
597.35425	907
597.86792	954
598.38153	878
598.89514	919
599.40875	891
599.9223	927
600.43585	905
600.9494	930
601.46289	928
601.97638	937
602.48987	944
