Date and Time:                Thu Oct 30 08:27:38.703 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -89.631
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	236
478.84332	301
479.35983	331
479.87631	315
480.39282	331
480.9093	333
481.42575	332
481.94223	320
482.45868	319
482.97513	317
483.49158	333
484.00803	318
484.52444	306
485.04086	326
485.55728	324
486.07367	330
486.59006	328
487.10645	308
487.62283	326
488.13919	331
488.65555	290
489.17191	313
489.68826	333
490.20459	333
490.72092	306
491.23724	305
491.75354	300
492.26984	307
492.78613	310
493.30243	322
493.8187	319
494.33496	316
494.85123	301
495.36746	332
495.8837	305
496.39993	325
496.91617	303
497.43237	295
497.94858	323
498.46478	313
498.98096	313
499.49713	308
500.01331	321
500.52945	322
501.04562	324
501.56174	323
502.07788	340
502.59399	299
503.11011	313
503.62622	295
504.1423	333
504.65839	326
505.17447	322
505.69052	337
506.20657	318
506.72263	308
507.23865	310
507.75467	309
508.27069	326
508.78668	319
509.30267	323
509.81866	324
510.33463	330
510.85059	324
511.36655	324
511.88248	316
512.39844	302
512.91437	314
513.43024	296
513.94617	335
514.46204	312
514.97791	306
515.49377	319
516.00964	316
516.52551	319
517.04132	324
517.55719	308
518.073	315
518.58881	297
519.10461	295
519.62036	329
520.13617	316
520.65192	294
521.16766	315
521.68341	308
522.1991	308
522.71484	295
523.23053	324
523.74622	318
524.2619	319
524.77759	306
525.29327	315
525.8089	308
526.32452	317
526.84015	319
527.35577	323
527.8714	304
528.38696	309
528.90259	305
529.41815	313
529.93372	313
530.44922	310
530.96478	309
531.48029	322
531.99579	299
532.51129	316
533.02679	306
533.5423	295
534.05774	325
534.57318	305
535.08862	306
535.60406	303
536.11945	304
536.63489	313
537.15027	321
537.66565	303
538.18097	327
538.69635	311
539.21167	330
539.72699	300
540.24231	317
540.75763	309
541.27289	313
541.78821	327
542.30347	318
542.81873	322
543.33392	321
543.84918	320
544.36438	312
544.87958	318
545.39478	346
545.90991	339
546.42511	311
546.94025	305
547.45538	309
547.97052	311
548.4856	292
549.00073	336
549.51581	311
550.03088	313
550.5459	308
551.06097	307
551.57599	321
552.091	313
552.60602	319
553.12097	319
553.63593	332
554.15094	318
554.66583	323
555.18079	309
555.69568	325
556.21063	327
556.72552	330
557.24036	300
557.75525	314
558.27008	300
558.78491	323
559.29974	304
559.81458	310
560.32935	321
560.84412	311
561.35889	322
561.87366	328
562.38837	308
562.90308	317
563.41779	299
563.9325	305
564.44714	312
564.96179	304
565.47644	322
565.99109	329
566.50574	314
567.02032	323
567.53491	294
568.0495	318
568.56403	310
569.07861	327
569.59314	324
570.1076	307
570.62213	319
571.1366	319
571.65106	331
572.16553	313
572.67999	317
573.1944	312
573.7088	328
574.22321	308
574.73755	336
575.25195	327
575.7663	327
576.28058	335
576.79492	315
577.3092	296
577.82349	327
578.33777	310
578.85205	307
579.36627	313
579.88049	312
580.39471	347
580.90887	318
581.42303	325
581.93719	311
582.45135	353
582.96545	310
583.47955	332
583.99365	309
584.50775	313
585.02179	316
585.53583	331
586.04987	321
586.5639	315
587.07788	324
587.59186	332
588.10583	311
588.61975	307
589.13373	306
589.64758	320
590.1615	317
590.67542	308
591.18927	316
591.70306	312
592.21692	347
592.73071	314
593.24451	307
593.7583	305
594.27209	304
594.78583	307
595.29956	317
595.81323	312
596.32697	318
596.84064	307
597.35425	317
597.86792	317
598.38153	323
598.89514	311
599.40875	301
599.9223	308
600.43585	308
600.9494	328
601.46289	308
601.97638	322
602.48987	333
