Date and Time:                Thu Oct 30 08:30:49.328 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -90.28
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	270
478.84332	328
479.35983	312
479.87631	334
480.39282	311
480.9093	301
481.42575	317
481.94223	309
482.45868	307
482.97513	320
483.49158	322
484.00803	322
484.52444	326
485.04086	308
485.55728	332
486.07367	321
486.59006	322
487.10645	325
487.62283	316
488.13919	309
488.65555	336
489.17191	319
489.68826	329
490.20459	328
490.72092	338
491.23724	316
491.75354	311
492.26984	329
492.78613	320
493.30243	323
493.8187	316
494.33496	314
494.85123	328
495.36746	314
495.8837	316
496.39993	290
496.91617	328
497.43237	335
497.94858	314
498.46478	333
498.98096	321
499.49713	309
500.01331	325
500.52945	320
501.04562	317
501.56174	322
502.07788	317
502.59399	321
503.11011	320
503.62622	316
504.1423	307
504.65839	328
505.17447	307
505.69052	304
506.20657	321
506.72263	316
507.23865	331
507.75467	328
508.27069	315
508.78668	317
509.30267	319
509.81866	311
510.33463	319
510.85059	309
511.36655	325
511.88248	308
512.39844	289
512.91437	315
513.43024	331
513.94617	333
514.46204	325
514.97791	319
515.49377	334
516.00964	319
516.52551	305
517.04132	334
517.55719	315
518.073	319
518.58881	312
519.10461	320
519.62036	311
520.13617	315
520.65192	323
521.16766	311
521.68341	318
522.1991	318
522.71484	303
523.23053	339
523.74622	329
524.2619	311
524.77759	302
525.29327	308
525.8089	319
526.32452	315
526.84015	305
527.35577	299
527.8714	313
528.38696	315
528.90259	324
529.41815	296
529.93372	332
530.44922	305
530.96478	322
531.48029	316
531.99579	313
532.51129	332
533.02679	332
533.5423	308
534.05774	322
534.57318	316
535.08862	303
535.60406	327
536.11945	316
536.63489	323
537.15027	318
537.66565	320
538.18097	319
538.69635	330
539.21167	323
539.72699	325
540.24231	321
540.75763	331
541.27289	306
541.78821	327
542.30347	312
542.81873	329
543.33392	315
543.84918	317
544.36438	313
544.87958	317
545.39478	318
545.90991	317
546.42511	312
546.94025	301
547.45538	334
547.97052	330
548.4856	317
549.00073	330
549.51581	315
550.03088	301
550.5459	335
551.06097	302
551.57599	304
552.091	311
552.60602	300
553.12097	300
553.63593	308
554.15094	300
554.66583	332
555.18079	316
555.69568	313
556.21063	311
556.72552	303
557.24036	317
557.75525	309
558.27008	310
558.78491	319
559.29974	319
559.81458	304
560.32935	308
560.84412	335
561.35889	325
561.87366	312
562.38837	317
562.90308	328
563.41779	313
563.9325	317
564.44714	337
564.96179	310
565.47644	315
565.99109	320
566.50574	303
567.02032	331
567.53491	299
568.0495	306
568.56403	319
569.07861	309
569.59314	302
570.1076	334
570.62213	312
571.1366	311
571.65106	311
572.16553	323
572.67999	306
573.1944	335
573.7088	310
574.22321	327
574.73755	334
575.25195	328
575.7663	322
576.28058	304
576.79492	328
577.3092	323
577.82349	307
578.33777	318
578.85205	323
579.36627	318
579.88049	306
580.39471	312
580.90887	307
581.42303	286
581.93719	308
582.45135	318
582.96545	305
583.47955	309
583.99365	316
584.50775	304
585.02179	308
585.53583	317
586.04987	311
586.5639	320
587.07788	316
587.59186	318
588.10583	306
588.61975	337
589.13373	299
589.64758	320
590.1615	312
590.67542	325
591.18927	312
591.70306	327
592.21692	322
592.73071	330
593.24451	326
593.7583	292
594.27209	320
594.78583	323
595.29956	324
595.81323	316
596.32697	332
596.84064	314
597.35425	311
597.86792	317
598.38153	305
598.89514	331
599.40875	307
599.9223	331
600.43585	294
600.9494	308
601.46289	310
601.97638	298
602.48987	287
603.00336	320
603.51678	324
604.03021	319
604.54364	310
605.05701	315
605.57043	328
606.08374	322
606.59711	318
607.11041	319
607.62372	323
608.13702	287
608.65027	310
609.16351	321
609.67676	319
610.19	328
610.70319	331
611.21637	315
611.72949	302
612.24268	309
612.75574	336
613.26886	291
613.78192	330
614.29504	300
614.80804	317
615.32111	328
615.83411	309
616.34711	299
616.86005	318
617.37299	344
617.88593	312
618.39886	325
618.91174	323
619.42462	313
619.9375	298
620.45032	329
620.96313	298
621.47595	325
621.98871	300
622.50146	329
623.01422	342
623.52692	339
624.03967	333
624.55231	309
625.065	322
625.57764	322
626.09027	322
626.60284	299
627.11542	301
627.62799	313
628.14056	301
628.65308	316
629.16559	315
629.6781	320
630.19055	319
630.703	316
631.21539	315
631.72784	325
632.24017	315
632.75256	336
633.26489	308
633.77722	297
634.28955	321
634.80182	321
635.31409	328
635.82635	305
636.33856	322
636.85077	315
637.36292	330
637.87512	306
638.38721	307
638.89935	309
639.41144	314
639.92352	317
640.43561	322
640.94763	316
641.45966	302
641.97162	317
642.48358	304
642.99554	312
643.50751	309
644.01941	303
644.53131	317
645.04315	325
645.55499	334
646.06683	309
646.57861	328
647.09045	316
647.60217	323
648.11395	320
648.62567	336
649.13733	308
649.64905	326
650.16064	321
650.6723	302
651.1839	316
651.6955	313
652.20709	324
652.71863	307
653.23016	321
653.74164	314
654.25311	319
654.76459	324
655.276	335
655.78741	334
656.29883	314
656.81018	294
657.32153	315
657.83289	316
658.34418	315
658.85547	335
659.3667	288
659.87793	316
660.38916	303
660.90033	319
661.4115	337
661.92267	280
662.43378	319
662.94489	310
663.45593	300
663.96698	316
664.47803	315
664.98907	331
665.50006	313
666.01099	296
666.52191	326
