Date and Time:                Thu Oct 30 08:38:59.724 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	252
478.84332	306
479.35983	314
479.87631	331
480.39282	313
480.9093	328
481.42575	310
481.94223	322
482.45868	329
482.97513	312
483.49158	315
484.00803	338
484.52444	323
485.04086	317
485.55728	308
486.07367	317
486.59006	327
487.10645	347
487.62283	324
488.13919	324
488.65555	365
489.17191	339
489.68826	339
490.20459	344
490.72092	327
491.23724	339
491.75354	334
492.26984	337
492.78613	322
493.30243	331
493.8187	327
494.33496	322
494.85123	336
495.36746	344
495.8837	354
496.39993	341
496.91617	353
497.43237	358
497.94858	359
498.46478	358
498.98096	343
499.49713	348
500.01331	361
500.52945	372
501.04562	341
501.56174	345
502.07788	358
502.59399	346
503.11011	346
503.62622	348
504.1423	352
504.65839	345
505.17447	352
505.69052	369
506.20657	325
506.72263	334
507.23865	336
507.75467	352
508.27069	344
508.78668	349
509.30267	364
509.81866	324
510.33463	355
510.85059	347
511.36655	364
511.88248	362
512.39844	350
512.91437	360
513.43024	347
513.94617	358
514.46204	349
514.97791	358
515.49377	355
516.00964	335
516.52551	348
517.04132	387
517.55719	346
518.073	357
518.58881	356
519.10461	337
519.62036	344
520.13617	345
520.65192	356
521.16766	339
521.68341	343
522.1991	342
522.71484	351
523.23053	363
523.74622	329
524.2619	342
524.77759	346
525.29327	348
525.8089	324
526.32452	330
526.84015	336
527.35577	343
527.8714	346
528.38696	350
528.90259	337
529.41815	360
529.93372	335
530.44922	338
530.96478	345
531.48029	346
531.99579	332
532.51129	330
533.02679	323
533.5423	353
534.05774	331
534.57318	358
535.08862	343
535.60406	335
536.11945	346
536.63489	344
537.15027	336
537.66565	353
538.18097	330
538.69635	343
539.21167	343
539.72699	351
540.24231	325
540.75763	369
541.27289	320
541.78821	336
542.30347	328
542.81873	356
543.33392	363
543.84918	367
544.36438	354
544.87958	330
545.39478	341
545.90991	341
546.42511	344
546.94025	352
547.45538	365
547.97052	345
548.4856	349
549.00073	351
549.51581	319
550.03088	333
550.5459	341
551.06097	333
551.57599	344
552.091	320
552.60602	334
553.12097	334
553.63593	351
554.15094	344
554.66583	324
555.18079	359
555.69568	323
556.21063	336
556.72552	335
557.24036	343
557.75525	336
558.27008	332
558.78491	343
559.29974	346
559.81458	344
560.32935	326
560.84412	339
561.35889	336
561.87366	327
562.38837	336
562.90308	336
563.41779	326
563.9325	338
564.44714	329
564.96179	329
565.47644	309
565.99109	328
566.50574	327
567.02032	336
567.53491	335
568.0495	348
568.56403	299
569.07861	347
569.59314	328
570.1076	315
570.62213	331
571.1366	327
571.65106	337
572.16553	325
572.67999	336
573.1944	324
573.7088	321
574.22321	326
574.73755	333
575.25195	326
575.7663	335
576.28058	333
576.79492	344
577.3092	332
577.82349	341
578.33777	333
578.85205	352
579.36627	360
579.88049	328
580.39471	317
580.90887	318
581.42303	346
581.93719	334
582.45135	352
582.96545	340
583.47955	324
583.99365	321
584.50775	310
585.02179	342
585.53583	343
586.04987	320
586.5639	329
587.07788	338
587.59186	334
588.10583	377
588.61975	327
589.13373	336
589.64758	334
590.1615	348
590.67542	321
591.18927	314
591.70306	331
592.21692	339
592.73071	355
593.24451	300
593.7583	324
594.27209	331
594.78583	317
595.29956	311
595.81323	321
596.32697	325
596.84064	335
597.35425	336
597.86792	329
598.38153	320
598.89514	326
599.40875	310
599.9223	327
600.43585	338
600.9494	295
601.46289	323
601.97638	315
602.48987	342
603.00336	338
603.51678	303
604.03021	306
604.54364	314
605.05701	319
605.57043	334
606.08374	324
606.59711	333
607.11041	343
