Date and Time:                Thu Oct 30 08:35:34.816 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	284
478.84332	314
479.35983	315
479.87631	347
480.39282	325
480.9093	327
481.42575	341
481.94223	308
482.45868	315
482.97513	326
483.49158	330
484.00803	332
484.52444	345
485.04086	326
485.55728	335
486.07367	301
486.59006	343
487.10645	315
487.62283	337
488.13919	318
488.65555	329
489.17191	343
489.68826	318
490.20459	301
490.72092	324
491.23724	356
491.75354	342
492.26984	342
492.78613	322
493.30243	330
493.8187	347
494.33496	350
494.85123	349
495.36746	341
495.8837	358
496.39993	349
496.91617	337
497.43237	350
497.94858	353
498.46478	337
498.98096	334
499.49713	323
500.01331	359
500.52945	368
501.04562	342
501.56174	342
502.07788	356
502.59399	346
503.11011	362
503.62622	342
504.1423	347
504.65839	383
505.17447	355
505.69052	342
506.20657	350
506.72263	366
507.23865	375
507.75467	368
508.27069	374
508.78668	337
509.30267	342
509.81866	350
510.33463	355
510.85059	347
511.36655	338
511.88248	351
512.39844	400
512.91437	349
513.43024	355
513.94617	334
514.46204	346
514.97791	362
515.49377	351
516.00964	348
516.52551	359
517.04132	348
517.55719	348
518.073	364
518.58881	336
519.10461	346
519.62036	353
520.13617	379
520.65192	344
521.16766	355
521.68341	361
522.1991	327
522.71484	366
523.23053	344
523.74622	354
524.2619	310
524.77759	318
525.29327	355
525.8089	349
526.32452	321
526.84015	357
527.35577	357
527.8714	352
528.38696	345
528.90259	334
529.41815	363
529.93372	338
530.44922	328
530.96478	344
531.48029	345
531.99579	357
532.51129	345
533.02679	326
533.5423	338
534.05774	356
534.57318	362
535.08862	357
535.60406	344
536.11945	352
536.63489	346
537.15027	337
537.66565	346
538.18097	324
538.69635	357
539.21167	334
539.72699	341
540.24231	362
540.75763	387
541.27289	346
541.78821	352
542.30347	344
542.81873	319
543.33392	370
543.84918	341
544.36438	344
544.87958	351
545.39478	346
545.90991	350
546.42511	314
546.94025	341
547.45538	330
547.97052	369
548.4856	352
549.00073	324
549.51581	326
550.03088	327
550.5459	322
551.06097	346
551.57599	349
552.091	355
552.60602	347
553.12097	353
553.63593	348
554.15094	347
554.66583	323
555.18079	325
555.69568	350
556.21063	359
556.72552	319
557.24036	348
557.75525	348
558.27008	339
558.78491	303
559.29974	321
559.81458	327
560.32935	319
560.84412	348
561.35889	330
561.87366	340
562.38837	351
562.90308	354
563.41779	333
563.9325	340
564.44714	342
564.96179	324
565.47644	332
565.99109	335
566.50574	359
567.02032	339
567.53491	353
568.0495	337
568.56403	333
569.07861	344
569.59314	349
570.1076	337
570.62213	353
571.1366	341
571.65106	353
572.16553	332
572.67999	340
573.1944	315
573.7088	328
574.22321	338
574.73755	350
575.25195	333
575.7663	324
576.28058	336
576.79492	351
577.3092	342
577.82349	335
578.33777	354
578.85205	305
579.36627	315
579.88049	325
580.39471	339
580.90887	309
581.42303	317
581.93719	325
582.45135	328
582.96545	330
583.47955	323
583.99365	346
584.50775	318
585.02179	320
585.53583	332
586.04987	312
586.5639	323
587.07788	332
587.59186	298
588.10583	323
588.61975	345
589.13373	323
589.64758	333
590.1615	343
590.67542	343
591.18927	339
591.70306	331
592.21692	341
592.73071	336
593.24451	316
593.7583	355
594.27209	323
594.78583	330
595.29956	330
595.81323	332
596.32697	323
596.84064	335
597.35425	345
597.86792	327
598.38153	304
598.89514	319
599.40875	318
599.9223	306
600.43585	334
600.9494	309
601.46289	319
601.97638	331
602.48987	339
603.00336	322
603.51678	327
604.03021	308
604.54364	318
605.05701	326
605.57043	328
606.08374	340
606.59711	318
607.11041	327
