Date and Time:                Thu Oct 30 08:37:37.561 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	277
478.84332	307
479.35983	345
479.87631	324
480.39282	318
480.9093	330
481.42575	310
481.94223	318
482.45868	334
482.97513	323
483.49158	324
484.00803	332
484.52444	329
485.04086	313
485.55728	317
486.07367	338
486.59006	327
487.10645	332
487.62283	320
488.13919	308
488.65555	330
489.17191	327
489.68826	327
490.20459	325
490.72092	350
491.23724	340
491.75354	311
492.26984	318
492.78613	329
493.30243	341
493.8187	343
494.33496	345
494.85123	343
495.36746	346
495.8837	324
496.39993	350
496.91617	334
497.43237	357
497.94858	371
498.46478	348
498.98096	356
499.49713	347
500.01331	329
500.52945	342
501.04562	362
501.56174	341
502.07788	353
502.59399	347
503.11011	359
503.62622	371
504.1423	352
504.65839	337
505.17447	351
505.69052	355
506.20657	345
506.72263	356
507.23865	334
507.75467	350
508.27069	341
508.78668	355
509.30267	342
509.81866	374
510.33463	351
510.85059	332
511.36655	350
511.88248	365
512.39844	352
512.91437	361
513.43024	353
513.94617	321
514.46204	360
514.97791	364
515.49377	366
516.00964	356
516.52551	340
517.04132	341
517.55719	355
518.073	332
518.58881	329
519.10461	334
519.62036	360
520.13617	354
520.65192	366
521.16766	365
521.68341	358
522.1991	350
522.71484	335
523.23053	326
523.74622	361
524.2619	339
524.77759	356
525.29327	338
525.8089	352
526.32452	318
526.84015	363
527.35577	367
527.8714	332
528.38696	346
528.90259	339
529.41815	344
529.93372	344
530.44922	332
530.96478	349
531.48029	352
531.99579	332
532.51129	325
533.02679	362
533.5423	344
534.05774	357
534.57318	337
535.08862	344
535.60406	326
536.11945	358
536.63489	353
537.15027	338
537.66565	325
538.18097	345
538.69635	328
539.21167	371
539.72699	346
540.24231	341
540.75763	344
541.27289	335
541.78821	345
542.30347	340
542.81873	340
543.33392	334
543.84918	353
544.36438	342
544.87958	333
545.39478	343
545.90991	335
546.42511	354
546.94025	326
547.45538	328
547.97052	339
548.4856	340
549.00073	350
549.51581	332
550.03088	322
550.5459	324
551.06097	308
551.57599	336
552.091	341
552.60602	344
553.12097	325
553.63593	341
554.15094	344
554.66583	330
555.18079	337
555.69568	335
556.21063	331
556.72552	350
557.24036	324
557.75525	326
558.27008	344
558.78491	332
559.29974	331
559.81458	331
560.32935	326
560.84412	339
561.35889	327
561.87366	323
562.38837	355
562.90308	338
563.41779	327
563.9325	347
564.44714	335
564.96179	329
565.47644	346
565.99109	315
566.50574	340
567.02032	342
567.53491	331
568.0495	351
568.56403	349
569.07861	329
569.59314	334
570.1076	321
570.62213	349
571.1366	341
571.65106	329
572.16553	343
572.67999	332
573.1944	323
573.7088	347
574.22321	353
574.73755	300
575.25195	335
575.7663	346
576.28058	368
576.79492	339
577.3092	337
577.82349	334
578.33777	322
578.85205	340
579.36627	342
579.88049	351
580.39471	340
580.90887	339
581.42303	332
581.93719	315
582.45135	307
582.96545	329
583.47955	313
583.99365	344
584.50775	342
585.02179	323
585.53583	351
586.04987	351
586.5639	330
587.07788	333
587.59186	324
588.10583	324
588.61975	334
589.13373	348
589.64758	306
590.1615	327
590.67542	308
591.18927	319
591.70306	325
592.21692	317
592.73071	324
593.24451	344
593.7583	340
594.27209	307
594.78583	298
595.29956	342
595.81323	325
596.32697	335
596.84064	311
597.35425	317
597.86792	328
598.38153	318
598.89514	322
599.40875	334
599.9223	329
600.43585	326
600.9494	332
601.46289	320
601.97638	361
602.48987	326
603.00336	313
603.51678	330
604.03021	338
604.54364	340
605.05701	316
605.57043	298
606.08374	329
606.59711	326
607.11041	338
