Date and Time:                Sun Nov 2 14:22:17.210 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	262
478.84332	343
479.35983	345
479.87631	327
480.39282	340
480.9093	320
481.42575	326
481.94223	317
482.45868	312
482.97513	316
483.49158	346
484.00803	357
484.52444	298
485.04086	338
485.55728	351
486.07367	340
486.59006	354
487.10645	349
487.62283	325
488.13919	333
488.65555	368
489.17191	324
489.68826	344
490.20459	310
490.72092	333
491.23724	350
491.75354	342
492.26984	359
492.78613	322
493.30243	341
493.8187	313
494.33496	336
494.85123	315
495.36746	359
495.8837	356
496.39993	361
496.91617	346
497.43237	331
497.94858	341
498.46478	352
498.98096	369
499.49713	333
500.01331	381
500.52945	344
501.04562	354
501.56174	337
502.07788	365
502.59399	387
503.11011	338
503.62622	355
504.1423	339
504.65839	341
505.17447	353
505.69052	381
506.20657	365
506.72263	342
507.23865	379
507.75467	338
508.27069	342
508.78668	354
509.30267	378
509.81866	372
510.33463	339
510.85059	357
511.36655	352
511.88248	373
512.39844	345
512.91437	355
513.43024	350
513.94617	328
514.46204	357
514.97791	340
515.49377	366
516.00964	361
516.52551	359
517.04132	353
517.55719	346
518.073	364
518.58881	341
519.10461	348
519.62036	336
520.13617	359
520.65192	364
521.16766	341
521.68341	343
522.1991	368
522.71484	341
523.23053	343
523.74622	348
524.2619	365
524.77759	353
525.29327	359
525.8089	348
526.32452	370
526.84015	365
527.35577	344
527.8714	375
528.38696	341
528.90259	344
529.41815	359
529.93372	351
530.44922	342
530.96478	395
531.48029	331
531.99579	356
532.51129	352
533.02679	345
533.5423	330
534.05774	318
534.57318	333
535.08862	332
535.60406	351
536.11945	339
536.63489	337
537.15027	346
537.66565	339
538.18097	347
538.69635	355
539.21167	336
539.72699	341
540.24231	349
540.75763	343
541.27289	340
541.78821	356
542.30347	342
542.81873	334
543.33392	356
543.84918	334
544.36438	337
544.87958	363
545.39478	344
545.90991	329
546.42511	358
546.94025	346
547.45538	324
547.97052	328
548.4856	341
549.00073	346
549.51581	325
550.03088	354
550.5459	333
551.06097	351
551.57599	353
552.091	352
552.60602	325
553.12097	342
553.63593	339
554.15094	354
554.66583	361
555.18079	321
555.69568	360
556.21063	360
556.72552	353
557.24036	348
557.75525	350
558.27008	345
558.78491	341
559.29974	339
559.81458	332
560.32935	353
560.84412	344
561.35889	341
561.87366	335
562.38837	339
562.90308	369
563.41779	332
563.9325	337
564.44714	334
564.96179	336
565.47644	355
565.99109	341
566.50574	310
567.02032	358
567.53491	317
568.0495	322
568.56403	330
569.07861	343
569.59314	311
570.1076	325
570.62213	342
571.1366	353
571.65106	330
572.16553	358
572.67999	326
573.1944	342
573.7088	331
574.22321	343
574.73755	313
575.25195	325
575.7663	334
576.28058	335
576.79492	337
577.3092	348
577.82349	327
578.33777	337
578.85205	314
579.36627	327
579.88049	324
580.39471	341
580.90887	325
581.42303	345
581.93719	346
582.45135	327
582.96545	361
583.47955	334
583.99365	360
584.50775	335
585.02179	351
585.53583	307
586.04987	354
586.5639	345
587.07788	357
587.59186	323
588.10583	332
588.61975	322
589.13373	328
589.64758	339
590.1615	333
590.67542	325
591.18927	324
591.70306	349
592.21692	321
592.73071	341
593.24451	348
593.7583	327
594.27209	325
594.78583	330
595.29956	338
595.81323	318
596.32697	349
596.84064	336
597.35425	328
597.86792	337
598.38153	320
598.89514	330
599.40875	338
599.9223	329
600.43585	319
600.9494	327
601.46289	333
601.97638	356
602.48987	335
603.00336	339
603.51678	315
604.03021	333
604.54364	316
605.05701	322
605.57043	334
606.08374	326
606.59711	326
607.11041	327
