Date and Time:                Sun Nov 2 14:21:36.388 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	261
478.84332	331
479.35983	325
479.87631	325
480.39282	327
480.9093	339
481.42575	303
481.94223	350
482.45868	342
482.97513	344
483.49158	330
484.00803	311
484.52444	328
485.04086	329
485.55728	325
486.07367	334
486.59006	321
487.10645	339
487.62283	332
488.13919	331
488.65555	319
489.17191	331
489.68826	326
490.20459	327
490.72092	339
491.23724	337
491.75354	323
492.26984	345
492.78613	328
493.30243	337
493.8187	335
494.33496	350
494.85123	367
495.36746	334
495.8837	351
496.39993	353
496.91617	365
497.43237	344
497.94858	347
498.46478	345
498.98096	364
499.49713	359
500.01331	344
500.52945	328
501.04562	372
501.56174	365
502.07788	340
502.59399	375
503.11011	372
503.62622	329
504.1423	374
504.65839	352
505.17447	372
505.69052	359
506.20657	357
506.72263	358
507.23865	372
507.75467	350
508.27069	382
508.78668	377
509.30267	352
509.81866	340
510.33463	346
510.85059	353
511.36655	346
511.88248	361
512.39844	361
512.91437	359
513.43024	350
513.94617	363
514.46204	365
514.97791	346
515.49377	336
516.00964	366
516.52551	368
517.04132	343
517.55719	336
518.073	358
518.58881	342
519.10461	340
519.62036	381
520.13617	359
520.65192	341
521.16766	366
521.68341	349
522.1991	335
522.71484	337
523.23053	364
523.74622	351
524.2619	348
524.77759	353
525.29327	350
525.8089	333
526.32452	362
526.84015	364
527.35577	361
527.8714	346
528.38696	349
528.90259	360
529.41815	371
529.93372	346
530.44922	328
530.96478	342
531.48029	330
531.99579	354
532.51129	346
533.02679	353
533.5423	368
534.05774	340
534.57318	331
535.08862	338
535.60406	369
536.11945	355
536.63489	353
537.15027	343
537.66565	351
538.18097	397
538.69635	359
539.21167	359
539.72699	320
540.24231	351
540.75763	364
541.27289	349
541.78821	340
542.30347	368
542.81873	391
543.33392	345
543.84918	362
544.36438	346
544.87958	363
545.39478	323
545.90991	361
546.42511	359
546.94025	345
547.45538	353
547.97052	334
548.4856	351
549.00073	362
549.51581	335
550.03088	344
550.5459	332
551.06097	357
551.57599	373
552.091	354
552.60602	334
553.12097	361
553.63593	342
554.15094	326
554.66583	361
555.18079	326
555.69568	347
556.21063	350
556.72552	341
557.24036	354
557.75525	326
558.27008	345
558.78491	328
559.29974	353
559.81458	338
560.32935	345
560.84412	342
561.35889	334
561.87366	373
562.38837	325
562.90308	335
563.41779	344
563.9325	317
564.44714	327
564.96179	327
565.47644	339
565.99109	343
566.50574	349
567.02032	349
567.53491	329
568.0495	349
568.56403	330
569.07861	341
569.59314	335
570.1076	332
570.62213	357
571.1366	334
571.65106	340
572.16553	316
572.67999	323
573.1944	359
573.7088	345
574.22321	323
574.73755	353
575.25195	321
575.7663	324
576.28058	326
576.79492	341
577.3092	332
577.82349	329
578.33777	349
578.85205	352
579.36627	331
579.88049	329
580.39471	333
580.90887	352
581.42303	341
581.93719	325
582.45135	369
582.96545	347
583.47955	356
583.99365	332
584.50775	323
585.02179	330
585.53583	317
586.04987	323
586.5639	324
587.07788	356
587.59186	334
588.10583	354
588.61975	327
589.13373	328
589.64758	347
590.1615	310
590.67542	325
591.18927	333
591.70306	327
592.21692	334
592.73071	350
593.24451	307
593.7583	328
594.27209	343
594.78583	339
595.29956	343
595.81323	322
596.32697	329
596.84064	333
597.35425	324
597.86792	342
598.38153	341
598.89514	323
599.40875	340
599.9223	314
600.43585	324
600.9494	333
601.46289	334
601.97638	341
602.48987	314
603.00336	343
603.51678	339
604.03021	335
604.54364	319
605.05701	328
605.57043	328
606.08374	322
606.59711	319
607.11041	313
