Date and Time:                Sun Nov 2 14:25:41.890 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	294
478.84332	325
479.35983	329
479.87631	326
480.39282	307
480.9093	318
481.42575	327
481.94223	327
482.45868	313
482.97513	338
483.49158	314
484.00803	326
484.52444	321
485.04086	316
485.55728	337
486.07367	326
486.59006	339
487.10645	329
487.62283	344
488.13919	308
488.65555	320
489.17191	339
489.68826	328
490.20459	347
490.72092	338
491.23724	360
491.75354	349
492.26984	348
492.78613	345
493.30243	335
493.8187	331
494.33496	353
494.85123	329
495.36746	346
495.8837	352
496.39993	341
496.91617	346
497.43237	340
497.94858	358
498.46478	347
498.98096	353
499.49713	346
500.01331	343
500.52945	314
501.04562	360
501.56174	363
502.07788	352
502.59399	351
503.11011	337
503.62622	357
504.1423	356
504.65839	353
505.17447	347
505.69052	355
506.20657	352
506.72263	347
507.23865	359
507.75467	352
508.27069	372
508.78668	366
509.30267	354
509.81866	334
510.33463	345
510.85059	350
511.36655	326
511.88248	331
512.39844	342
512.91437	340
513.43024	340
513.94617	383
514.46204	349
514.97791	339
515.49377	365
516.00964	327
516.52551	372
517.04132	323
517.55719	345
518.073	360
518.58881	355
519.10461	361
519.62036	347
520.13617	335
520.65192	368
521.16766	362
521.68341	346
522.1991	370
522.71484	372
523.23053	333
523.74622	360
524.2619	360
524.77759	344
525.29327	345
525.8089	322
526.32452	353
526.84015	346
527.35577	360
527.8714	343
528.38696	369
528.90259	334
529.41815	345
529.93372	320
530.44922	342
530.96478	351
531.48029	353
531.99579	345
532.51129	354
533.02679	360
533.5423	334
534.05774	363
534.57318	357
535.08862	340
535.60406	341
536.11945	355
536.63489	350
537.15027	342
537.66565	326
538.18097	335
538.69635	355
539.21167	327
539.72699	347
540.24231	351
540.75763	365
541.27289	358
541.78821	327
542.30347	356
542.81873	350
543.33392	340
543.84918	366
544.36438	339
544.87958	322
545.39478	342
545.90991	337
546.42511	342
546.94025	353
547.45538	334
547.97052	350
548.4856	333
549.00073	338
549.51581	354
550.03088	346
550.5459	363
551.06097	339
551.57599	358
552.091	335
552.60602	333
553.12097	359
553.63593	336
554.15094	352
554.66583	343
555.18079	321
555.69568	330
556.21063	329
556.72552	340
557.24036	337
557.75525	350
558.27008	337
558.78491	340
559.29974	340
559.81458	311
560.32935	334
560.84412	329
561.35889	334
561.87366	348
562.38837	349
562.90308	320
563.41779	368
563.9325	335
564.44714	321
564.96179	337
565.47644	318
565.99109	329
566.50574	325
567.02032	358
567.53491	343
568.0495	318
568.56403	326
569.07861	337
569.59314	343
570.1076	348
570.62213	328
571.1366	363
571.65106	331
572.16553	337
572.67999	335
573.1944	339
573.7088	342
574.22321	321
574.73755	333
575.25195	325
575.7663	336
576.28058	350
576.79492	340
577.3092	333
577.82349	342
578.33777	331
578.85205	345
579.36627	334
579.88049	339
580.39471	310
580.90887	328
581.42303	329
581.93719	327
582.45135	336
582.96545	340
583.47955	323
583.99365	309
584.50775	319
585.02179	329
585.53583	321
586.04987	345
586.5639	335
587.07788	329
587.59186	338
588.10583	335
588.61975	327
589.13373	349
589.64758	310
590.1615	346
590.67542	336
591.18927	339
591.70306	326
592.21692	328
592.73071	326
593.24451	354
593.7583	327
594.27209	337
594.78583	329
595.29956	320
595.81323	329
596.32697	327
596.84064	325
597.35425	328
597.86792	337
598.38153	325
598.89514	314
599.40875	339
599.9223	325
600.43585	339
600.9494	308
601.46289	333
601.97638	332
602.48987	346
603.00336	341
603.51678	338
604.03021	312
604.54364	322
605.05701	331
605.57043	323
606.08374	321
606.59711	332
607.11041	330
