Date and Time:                Thu Oct 30 08:52:41.337 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -89.631
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	317
478.84332	341
479.35983	370
479.87631	371
480.39282	362
480.9093	381
481.42575	353
481.94223	362
482.45868	352
482.97513	357
483.49158	383
484.00803	390
484.52444	385
485.04086	379
485.55728	412
486.07367	406
486.59006	445
487.10645	412
487.62283	393
488.13919	432
488.65555	435
489.17191	416
489.68826	461
490.20459	454
490.72092	436
491.23724	428
491.75354	444
492.26984	458
492.78613	466
493.30243	488
493.8187	483
494.33496	497
494.85123	518
495.36746	493
495.8837	514
496.39993	507
496.91617	487
497.43237	517
497.94858	510
498.46478	482
498.98096	537
499.49713	548
500.01331	534
500.52945	546
501.04562	559
501.56174	557
502.07788	549
502.59399	518
503.11011	563
503.62622	543
504.1423	526
504.65839	535
505.17447	535
505.69052	510
506.20657	554
506.72263	519
507.23865	537
507.75467	544
508.27069	501
508.78668	557
509.30267	531
509.81866	528
510.33463	570
510.85059	509
511.36655	492
511.88248	527
512.39844	530
512.91437	527
513.43024	517
513.94617	510
514.46204	510
514.97791	528
515.49377	517
516.00964	509
516.52551	508
517.04132	511
517.55719	503
518.073	488
518.58881	521
519.10461	476
519.62036	488
520.13617	494
520.65192	489
521.16766	517
521.68341	478
522.1991	467
522.71484	484
523.23053	492
523.74622	508
524.2619	492
524.77759	495
525.29327	490
525.8089	506
526.32452	500
526.84015	508
527.35577	486
527.8714	484
528.38696	491
528.90259	450
529.41815	519
529.93372	481
530.44922	460
530.96478	458
531.48029	474
531.99579	458
532.51129	457
533.02679	448
533.5423	466
534.05774	454
534.57318	454
535.08862	470
535.60406	506
536.11945	475
536.63489	425
537.15027	462
537.66565	503
538.18097	435
538.69635	462
539.21167	415
539.72699	445
540.24231	433
540.75763	481
541.27289	438
541.78821	437
542.30347	460
542.81873	450
543.33392	458
543.84918	441
544.36438	463
544.87958	449
545.39478	475
545.90991	476
546.42511	449
546.94025	458
547.45538	464
547.97052	434
548.4856	475
549.00073	472
549.51581	453
550.03088	464
550.5459	442
551.06097	472
551.57599	477
552.091	456
552.60602	443
553.12097	416
553.63593	431
554.15094	455
554.66583	439
555.18079	464
555.69568	445
556.21063	485
556.72552	398
557.24036	458
557.75525	467
558.27008	441
558.78491	451
559.29974	464
559.81458	465
560.32935	473
560.84412	437
561.35889	460
561.87366	446
562.38837	457
562.90308	454
563.41779	453
563.9325	497
564.44714	457
564.96179	485
565.47644	479
565.99109	501
566.50574	508
567.02032	476
567.53491	481
568.0495	471
568.56403	472
569.07861	509
569.59314	500
570.1076	475
570.62213	503
571.1366	508
571.65106	494
572.16553	466
572.67999	502
573.1944	496
573.7088	524
574.22321	521
574.73755	527
575.25195	519
575.7663	512
576.28058	511
576.79492	502
577.3092	508
577.82349	484
578.33777	499
578.85205	539
579.36627	538
579.88049	514
580.39471	530
580.90887	534
581.42303	512
581.93719	512
582.45135	550
582.96545	526
583.47955	533
583.99365	530
584.50775	578
585.02179	575
585.53583	550
586.04987	584
586.5639	562
587.07788	555
587.59186	615
588.10583	564
588.61975	560
589.13373	577
589.64758	562
590.1615	537
590.67542	590
591.18927	566
591.70306	608
592.21692	607
592.73071	601
593.24451	551
593.7583	564
594.27209	599
594.78583	617
595.29956	551
595.81323	582
596.32697	617
596.84064	661
597.35425	662
597.86792	619
598.38153	607
598.89514	634
599.40875	602
599.9223	610
600.43585	627
600.9494	619
601.46289	604
601.97638	565
602.48987	613
