Date and Time:                Sat Oct 18 09:58:51.298 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	326
478.84332	366
479.35983	383
479.87631	377
480.39282	372
480.9093	383
481.42575	368
481.94223	383
482.45868	359
482.97513	346
483.49158	406
484.00803	378
484.52444	375
485.04086	380
485.55728	394
486.07367	416
486.59006	453
487.10645	438
487.62283	453
488.13919	422
488.65555	464
489.17191	497
489.68826	449
490.20459	503
490.72092	480
491.23724	487
491.75354	537
492.26984	549
492.78613	560
493.30243	549
493.8187	587
494.33496	638
494.85123	616
495.36746	610
495.8837	649
496.39993	614
496.91617	645
497.43237	674
497.94858	696
498.46478	661
498.98096	681
499.49713	712
500.01331	707
500.52945	719
501.04562	699
501.56174	696
502.07788	711
502.59399	682
503.11011	686
503.62622	673
504.1423	774
504.65839	729
505.17447	734
505.69052	727
506.20657	714
506.72263	720
507.23865	724
507.75467	700
508.27069	730
508.78668	702
509.30267	722
509.81866	752
510.33463	725
510.85059	734
511.36655	721
511.88248	732
512.39844	708
512.91437	697
513.43024	684
513.94617	668
514.46204	759
514.97791	688
515.49377	761
516.00964	731
516.52551	742
517.04132	757
517.55719	729
518.073	713
518.58881	750
519.10461	741
519.62036	747
520.13617	685
520.65192	650
521.16766	725
521.68341	730
522.1991	719
522.71484	723
523.23053	722
523.74622	726
524.2619	693
524.77759	725
525.29327	693
525.8089	725
526.32452	681
526.84015	708
527.35577	727
527.8714	724
528.38696	713
528.90259	697
529.41815	692
529.93372	671
530.44922	720
530.96478	674
531.48029	720
531.99579	660
532.51129	641
533.02679	727
533.5423	717
534.05774	627
534.57318	673
535.08862	685
535.60406	658
536.11945	676
536.63489	682
537.15027	707
537.66565	660
538.18097	679
538.69635	646
539.21167	665
539.72699	674
540.24231	696
540.75763	668
541.27289	688
541.78821	648
542.30347	677
542.81873	659
543.33392	701
543.84918	657
544.36438	703
544.87958	672
545.39478	653
545.90991	727
546.42511	695
546.94025	686
547.45538	673
547.97052	714
548.4856	698
549.00073	701
549.51581	751
550.03088	703
550.5459	725
551.06097	721
551.57599	702
552.091	676
552.60602	734
553.12097	696
553.63593	693
554.15094	726
554.66583	754
555.18079	709
555.69568	777
556.21063	710
556.72552	729
557.24036	780
557.75525	732
558.27008	746
558.78491	772
559.29974	723
559.81458	772
560.32935	766
560.84412	769
561.35889	810
561.87366	786
562.38837	768
562.90308	732
563.41779	772
563.9325	799
564.44714	823
564.96179	845
565.47644	836
565.99109	786
566.50574	865
567.02032	874
567.53491	850
568.0495	855
568.56403	909
569.07861	899
569.59314	938
570.1076	893
570.62213	868
571.1366	922
571.65106	910
572.16553	912
572.67999	909
573.1944	959
573.7088	1000
574.22321	976
574.73755	986
575.25195	992
575.7663	999
576.28058	982
576.79492	980
577.3092	947
577.82349	1055
578.33777	1005
578.85205	997
579.36627	1067
579.88049	1113
580.39471	1112
580.90887	1067
581.42303	1065
581.93719	1147
582.45135	1134
582.96545	1123
583.47955	1141
583.99365	1205
584.50775	1107
585.02179	1148
585.53583	1158
586.04987	1179
586.5639	1152
587.07788	1187
587.59186	1174
588.10583	1284
588.61975	1192
589.13373	1244
589.64758	1277
590.1615	1341
590.67542	1269
591.18927	1299
591.70306	1326
592.21692	1311
592.73071	1302
593.24451	1245
593.7583	1274
594.27209	1313
594.78583	1334
595.29956	1360
595.81323	1380
596.32697	1358
596.84064	1381
597.35425	1340
597.86792	1408
598.38153	1429
598.89514	1344
599.40875	1422
599.9223	1334
600.43585	1302
600.9494	1478
601.46289	1414
601.97638	1440
602.48987	1418
603.00336	1536
603.51678	1462
