Date and Time:                Thu Oct 30 09:30:00.172 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	308
478.84332	357
479.35983	376
479.87631	354
480.39282	354
480.9093	372
481.42575	342
481.94223	384
482.45868	351
482.97513	346
483.49158	360
484.00803	355
484.52444	367
485.04086	358
485.55728	388
486.07367	388
486.59006	410
487.10645	410
487.62283	424
488.13919	418
488.65555	443
489.17191	448
489.68826	461
490.20459	443
490.72092	480
491.23724	457
491.75354	461
492.26984	494
492.78613	471
493.30243	491
493.8187	514
494.33496	491
494.85123	521
495.36746	533
495.8837	552
496.39993	529
496.91617	582
497.43237	599
497.94858	586
498.46478	562
498.98096	572
499.49713	595
500.01331	579
500.52945	586
501.04562	602
501.56174	578
502.07788	589
502.59399	574
503.11011	602
503.62622	584
504.1423	564
504.65839	577
505.17447	554
505.69052	592
506.20657	608
506.72263	607
507.23865	566
507.75467	550
508.27069	607
508.78668	628
509.30267	557
509.81866	573
510.33463	617
510.85059	596
511.36655	571
511.88248	594
512.39844	576
512.91437	595
513.43024	577
513.94617	590
514.46204	580
514.97791	579
515.49377	604
516.00964	563
516.52551	596
517.04132	554
517.55719	553
518.073	551
518.58881	603
519.10461	551
519.62036	578
520.13617	571
520.65192	559
521.16766	573
521.68341	553
522.1991	554
522.71484	553
523.23053	540
523.74622	562
524.2619	582
524.77759	552
525.29327	542
525.8089	543
526.32452	551
526.84015	560
527.35577	516
527.8714	523
528.38696	561
528.90259	537
529.41815	525
529.93372	535
530.44922	531
530.96478	582
531.48029	540
531.99579	549
532.51129	517
533.02679	556
533.5423	511
534.05774	545
534.57318	544
535.08862	520
535.60406	538
536.11945	534
536.63489	532
537.15027	503
537.66565	564
538.18097	498
538.69635	502
539.21167	488
539.72699	504
540.24231	525
540.75763	510
541.27289	510
541.78821	513
542.30347	526
542.81873	503
543.33392	535
543.84918	512
544.36438	484
544.87958	495
545.39478	528
545.90991	496
546.42511	490
546.94025	520
547.45538	533
547.97052	531
548.4856	526
549.00073	522
549.51581	536
550.03088	552
550.5459	446
551.06097	510
551.57599	544
552.091	495
552.60602	516
553.12097	524
553.63593	527
554.15094	524
554.66583	488
555.18079	505
555.69568	542
556.21063	527
556.72552	524
557.24036	498
557.75525	531
558.27008	522
558.78491	533
559.29974	526
559.81458	508
560.32935	538
560.84412	522
561.35889	548
561.87366	551
562.38837	558
562.90308	530
563.41779	545
563.9325	536
564.44714	548
564.96179	544
565.47644	548
565.99109	605
566.50574	548
567.02032	517
567.53491	553
568.0495	603
568.56403	536
569.07861	586
569.59314	577
570.1076	547
570.62213	561
571.1366	599
571.65106	621
572.16553	565
572.67999	605
573.1944	606
573.7088	572
574.22321	624
574.73755	595
575.25195	590
575.7663	577
576.28058	630
576.79492	650
577.3092	624
577.82349	621
578.33777	663
578.85205	637
579.36627	638
579.88049	598
580.39471	676
580.90887	642
581.42303	664
581.93719	671
582.45135	660
582.96545	653
583.47955	635
583.99365	677
584.50775	684
585.02179	702
585.53583	664
586.04987	692
586.5639	730
587.07788	680
587.59186	698
588.10583	677
588.61975	694
589.13373	714
589.64758	742
590.1615	696
590.67542	704
591.18927	719
591.70306	707
592.21692	706
592.73071	724
593.24451	743
593.7583	680
594.27209	704
594.78583	714
595.29956	700
595.81323	677
596.32697	719
596.84064	736
597.35425	684
597.86792	755
598.38153	762
598.89514	758
599.40875	730
599.9223	780
600.43585	711
600.9494	718
601.46289	714
601.97638	721
602.48987	694
603.00336	749
603.51678	711
604.03021	751
604.54364	708
605.05701	733
605.57043	727
606.08374	796
606.59711	716
607.11041	685
