Date and Time:                Thu Oct 30 09:31:22.123 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	311
478.84332	362
479.35983	346
479.87631	366
480.39282	368
480.9093	358
481.42575	353
481.94223	365
482.45868	371
482.97513	379
483.49158	377
484.00803	375
484.52444	388
485.04086	373
485.55728	387
486.07367	365
486.59006	397
487.10645	420
487.62283	412
488.13919	442
488.65555	449
489.17191	440
489.68826	445
490.20459	450
490.72092	457
491.23724	447
491.75354	453
492.26984	482
492.78613	495
493.30243	505
493.8187	474
494.33496	517
494.85123	543
495.36746	517
495.8837	541
496.39993	531
496.91617	525
497.43237	597
497.94858	594
498.46478	621
498.98096	606
499.49713	588
500.01331	596
500.52945	582
501.04562	628
501.56174	582
502.07788	615
502.59399	648
503.11011	631
503.62622	590
504.1423	570
504.65839	591
505.17447	599
505.69052	611
506.20657	636
506.72263	614
507.23865	639
507.75467	595
508.27069	596
508.78668	572
509.30267	559
509.81866	571
510.33463	588
510.85059	597
511.36655	630
511.88248	580
512.39844	567
512.91437	594
513.43024	615
513.94617	618
514.46204	561
514.97791	576
515.49377	627
516.00964	561
516.52551	620
517.04132	583
517.55719	638
518.073	568
518.58881	547
519.10461	565
519.62036	551
520.13617	548
520.65192	574
521.16766	603
521.68341	596
522.1991	583
522.71484	612
523.23053	618
523.74622	588
524.2619	591
524.77759	576
525.29327	588
525.8089	577
526.32452	547
526.84015	574
527.35577	601
527.8714	572
528.38696	576
528.90259	573
529.41815	557
529.93372	567
530.44922	601
530.96478	554
531.48029	557
531.99579	565
532.51129	541
533.02679	540
533.5423	584
534.05774	520
534.57318	514
535.08862	521
535.60406	545
536.11945	586
536.63489	566
537.15027	556
537.66565	584
538.18097	572
538.69635	577
539.21167	543
539.72699	550
540.24231	523
540.75763	527
541.27289	556
541.78821	526
542.30347	526
542.81873	529
543.33392	513
543.84918	530
544.36438	505
544.87958	532
545.39478	500
545.90991	520
546.42511	530
546.94025	529
547.45538	566
547.97052	516
548.4856	526
549.00073	546
549.51581	565
550.03088	528
550.5459	560
551.06097	535
551.57599	553
552.091	547
552.60602	528
553.12097	519
553.63593	520
554.15094	508
554.66583	509
555.18079	539
555.69568	520
556.21063	533
556.72552	526
557.24036	513
557.75525	538
558.27008	526
558.78491	556
559.29974	574
559.81458	528
560.32935	550
560.84412	546
561.35889	575
561.87366	555
562.38837	578
562.90308	560
563.41779	605
563.9325	539
564.44714	557
564.96179	549
565.47644	566
565.99109	562
566.50574	605
567.02032	617
567.53491	622
568.0495	577
568.56403	591
569.07861	570
569.59314	531
570.1076	596
570.62213	609
571.1366	581
571.65106	554
572.16553	581
572.67999	627
573.1944	629
573.7088	614
574.22321	559
574.73755	599
575.25195	620
575.7663	597
576.28058	587
576.79492	611
577.3092	632
577.82349	606
578.33777	646
578.85205	604
579.36627	640
579.88049	664
580.39471	645
580.90887	637
581.42303	673
581.93719	637
582.45135	657
582.96545	700
583.47955	682
583.99365	741
584.50775	629
585.02179	653
585.53583	700
586.04987	669
586.5639	681
587.07788	669
587.59186	669
588.10583	688
588.61975	699
589.13373	715
589.64758	676
590.1615	727
590.67542	687
591.18927	742
591.70306	710
592.21692	718
592.73071	728
593.24451	712
593.7583	748
594.27209	734
594.78583	719
595.29956	707
595.81323	739
596.32697	692
596.84064	774
597.35425	725
597.86792	748
598.38153	746
598.89514	741
599.40875	728
599.9223	728
600.43585	743
600.9494	719
601.46289	695
601.97638	691
602.48987	749
603.00336	737
603.51678	740
604.03021	730
604.54364	746
605.05701	716
605.57043	729
606.08374	715
606.59711	764
607.11041	739
