Date and Time:                Sat Oct 18 08:58:33.780 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	315
478.84332	395
479.35983	353
479.87631	363
480.39282	345
480.9093	336
481.42575	350
481.94223	398
482.45868	350
482.97513	349
483.49158	370
484.00803	402
484.52444	378
485.04086	378
485.55728	383
486.07367	442
486.59006	464
487.10645	415
487.62283	471
488.13919	485
488.65555	491
489.17191	470
489.68826	513
490.20459	464
490.72092	506
491.23724	528
491.75354	556
492.26984	554
492.78613	547
493.30243	587
493.8187	611
494.33496	576
494.85123	595
495.36746	663
495.8837	638
496.39993	636
496.91617	600
497.43237	676
497.94858	707
498.46478	678
498.98096	645
499.49713	721
500.01331	749
500.52945	699
501.04562	701
501.56174	738
502.07788	708
502.59399	740
503.11011	750
503.62622	707
504.1423	779
504.65839	676
505.17447	728
505.69052	729
506.20657	674
506.72263	645
507.23865	735
507.75467	746
508.27069	725
508.78668	690
509.30267	657
509.81866	713
510.33463	748
510.85059	728
511.36655	720
511.88248	728
512.39844	747
512.91437	712
513.43024	674
513.94617	726
514.46204	658
514.97791	662
515.49377	671
516.00964	703
516.52551	698
517.04132	699
517.55719	668
518.073	674
518.58881	712
519.10461	683
519.62036	668
520.13617	691
520.65192	708
521.16766	662
521.68341	672
522.1991	698
522.71484	691
523.23053	723
523.74622	633
524.2619	680
524.77759	675
525.29327	702
525.8089	694
526.32452	632
526.84015	678
527.35577	710
527.8714	639
528.38696	674
528.90259	657
529.41815	664
529.93372	642
530.44922	723
530.96478	650
531.48029	704
531.99579	619
532.51129	673
533.02679	670
533.5423	685
534.05774	649
534.57318	692
535.08862	658
535.60406	706
536.11945	706
536.63489	656
537.15027	626
537.66565	636
538.18097	668
538.69635	677
539.21167	621
539.72699	664
540.24231	682
540.75763	657
541.27289	671
541.78821	655
542.30347	714
542.81873	682
543.33392	669
543.84918	683
544.36438	696
544.87958	643
545.39478	672
545.90991	678
546.42511	696
546.94025	707
547.45538	693
547.97052	740
548.4856	691
549.00073	693
549.51581	773
550.03088	703
550.5459	692
551.06097	770
551.57599	725
552.091	764
552.60602	732
553.12097	789
553.63593	778
554.15094	775
554.66583	766
555.18079	751
555.69568	836
556.21063	796
556.72552	788
557.24036	776
557.75525	845
558.27008	891
558.78491	838
559.29974	839
559.81458	863
560.32935	843
560.84412	919
561.35889	898
561.87366	878
562.38837	868
562.90308	941
563.41779	975
563.9325	927
564.44714	989
564.96179	967
565.47644	992
565.99109	1039
566.50574	1022
567.02032	971
567.53491	1050
568.0495	1016
568.56403	1067
569.07861	1079
569.59314	1032
570.1076	1112
570.62213	1096
571.1366	1111
571.65106	1097
572.16553	1150
572.67999	1204
573.1944	1238
573.7088	1161
574.22321	1297
574.73755	1162
575.25195	1225
575.7663	1360
576.28058	1223
576.79492	1305
577.3092	1312
577.82349	1331
578.33777	1325
578.85205	1351
579.36627	1345
579.88049	1417
580.39471	1472
580.90887	1341
581.42303	1406
581.93719	1375
582.45135	1501
582.96545	1493
583.47955	1463
583.99365	1485
584.50775	1495
585.02179	1539
585.53583	1477
586.04987	1545
586.5639	1509
587.07788	1513
587.59186	1629
588.10583	1608
588.61975	1593
589.13373	1635
589.64758	1548
590.1615	1676
590.67542	1634
591.18927	1715
591.70306	1631
592.21692	1662
592.73071	1706
593.24451	1817
593.7583	1677
594.27209	1757
594.78583	1716
595.29956	1771
595.81323	1647
596.32697	1721
596.84064	1794
597.35425	1714
597.86792	1756
598.38153	1725
598.89514	1842
599.40875	1741
599.9223	1783
600.43585	1781
600.9494	1815
601.46289	1800
601.97638	1807
