Date and Time:                Sat Oct 18 13:22:38.394 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	298
478.84332	337
479.35983	342
479.87631	334
480.39282	322
480.9093	325
481.42575	329
481.94223	330
482.45868	310
482.97513	305
483.49158	310
484.00803	327
484.52444	324
485.04086	332
485.55728	343
486.07367	349
486.59006	336
487.10645	340
487.62283	327
488.13919	318
488.65555	344
489.17191	335
489.68826	315
490.20459	341
490.72092	341
491.23724	358
491.75354	338
492.26984	346
492.78613	347
493.30243	358
493.8187	345
494.33496	327
494.85123	328
495.36746	350
495.8837	344
496.39993	342
496.91617	357
497.43237	356
497.94858	349
498.46478	347
498.98096	360
499.49713	341
500.01331	363
500.52945	352
501.04562	371
501.56174	349
502.07788	353
502.59399	328
503.11011	377
503.62622	367
504.1423	358
504.65839	353
505.17447	344
505.69052	373
506.20657	371
506.72263	365
507.23865	335
507.75467	334
508.27069	347
508.78668	371
509.30267	336
509.81866	350
510.33463	349
510.85059	371
511.36655	356
511.88248	356
512.39844	358
512.91437	335
513.43024	355
513.94617	352
514.46204	362
514.97791	318
515.49377	343
516.00964	353
516.52551	351
517.04132	350
517.55719	333
518.073	347
518.58881	344
519.10461	338
519.62036	323
520.13617	358
520.65192	347
521.16766	346
521.68341	347
522.1991	346
522.71484	349
523.23053	336
523.74622	346
524.2619	346
524.77759	345
525.29327	354
525.8089	329
526.32452	364
526.84015	348
527.35577	362
527.8714	348
528.38696	336
528.90259	333
529.41815	339
529.93372	317
530.44922	356
530.96478	336
531.48029	376
531.99579	322
532.51129	328
533.02679	362
533.5423	343
534.05774	364
534.57318	345
535.08862	321
535.60406	362
536.11945	331
536.63489	344
537.15027	337
537.66565	341
538.18097	332
538.69635	334
539.21167	346
539.72699	344
540.24231	371
540.75763	336
541.27289	340
541.78821	355
542.30347	350
542.81873	344
543.33392	327
543.84918	366
544.36438	343
544.87958	348
545.39478	341
545.90991	330
546.42511	349
546.94025	353
547.45538	343
547.97052	347
548.4856	345
549.00073	365
549.51581	376
550.03088	353
550.5459	365
551.06097	339
551.57599	333
552.091	358
552.60602	340
553.12097	340
553.63593	326
554.15094	315
554.66583	339
555.18079	314
555.69568	331
556.21063	343
556.72552	338
557.24036	338
557.75525	325
558.27008	344
558.78491	341
559.29974	337
559.81458	318
560.32935	308
560.84412	333
561.35889	336
561.87366	339
562.38837	337
562.90308	302
563.41779	341
563.9325	338
564.44714	346
564.96179	324
565.47644	348
565.99109	339
566.50574	348
567.02032	325
567.53491	340
568.0495	348
568.56403	320
569.07861	333
569.59314	329
570.1076	324
570.62213	343
571.1366	347
571.65106	345
572.16553	316
572.67999	338
573.1944	317
573.7088	312
574.22321	338
574.73755	345
575.25195	346
575.7663	310
576.28058	337
576.79492	317
577.3092	334
577.82349	306
578.33777	335
578.85205	323
579.36627	320
579.88049	333
580.39471	312
580.90887	350
581.42303	331
581.93719	341
582.45135	336
582.96545	308
583.47955	322
583.99365	314
584.50775	336
585.02179	328
585.53583	322
586.04987	323
586.5639	303
587.07788	324
587.59186	331
588.10583	302
588.61975	338
589.13373	332
589.64758	326
590.1615	330
590.67542	342
591.18927	346
591.70306	327
592.21692	328
592.73071	334
593.24451	314
593.7583	325
594.27209	310
594.78583	319
595.29956	320
595.81323	329
596.32697	329
596.84064	340
597.35425	317
597.86792	329
598.38153	321
598.89514	334
599.40875	331
599.9223	307
600.43585	341
600.9494	329
601.46289	324
601.97638	311
602.48987	346
603.00336	320
603.51678	322
604.03021	319
604.54364	333
605.05701	329
605.57043	298
606.08374	321
606.59711	334
607.11041	329
