Date and Time:                Sat Oct 18 08:27:26.106 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	253
478.84332	313
479.35983	314
479.87631	312
480.39282	328
480.9093	301
481.42575	339
481.94223	336
482.45868	331
482.97513	331
483.49158	339
484.00803	373
484.52444	380
485.04086	419
485.55728	463
486.07367	518
486.59006	588
487.10645	621
487.62283	627
488.13919	706
488.65555	739
489.17191	790
489.68826	825
490.20459	852
490.72092	941
491.23724	985
491.75354	984
492.26984	1070
492.78613	1162
493.30243	1203
493.8187	1190
494.33496	1368
494.85123	1382
495.36746	1424
495.8837	1353
496.39993	1554
496.91617	1553
497.43237	1644
497.94858	1751
498.46478	1878
498.98096	1990
499.49713	2007
500.01331	2186
500.52945	2261
501.04562	2394
501.56174	2528
502.07788	2748
502.59399	2979
503.11011	3224
503.62622	3591
504.1423	3930
504.65839	4534
505.17447	4854
505.69052	5602
506.20657	5959
506.72263	6578
507.23865	7389
507.75467	8157
508.27069	9274
508.78668	10214
509.30267	11314
509.81866	12310
510.33463	13213
510.85059	14090
511.36655	15265
511.88248	16357
512.39844	16757
512.91437	17901
513.43024	18470
513.94617	18905
514.46204	19235
514.97791	19558
515.49377	19702
516.00964	19739
516.52551	19840
517.04132	19632
517.55719	19641
518.073	19510
518.58881	19087
519.10461	18475
519.62036	18329
520.13617	17585
520.65192	17255
521.16766	16300
521.68341	15810
522.1991	14859
522.71484	14289
523.23053	13186
523.74622	12162
524.2619	11218
524.77759	10520
525.29327	9460
525.8089	8205
526.32452	7314
526.84015	6646
527.35577	5701
527.8714	5082
528.38696	4384
528.90259	4164
529.41815	3601
529.93372	3266
530.44922	2995
530.96478	2781
531.48029	2615
531.99579	2475
532.51129	2478
533.02679	2308
533.5423	2274
534.05774	2276
534.57318	2277
535.08862	2208
535.60406	2059
536.11945	2044
536.63489	2116
537.15027	2073
537.66565	2094
538.18097	1941
538.69635	1992
539.21167	1946
539.72699	1914
540.24231	1836
540.75763	1767
541.27289	1703
541.78821	1734
542.30347	1730
542.81873	1637
543.33392	1647
543.84918	1552
544.36438	1587
544.87958	1517
545.39478	1473
545.90991	1480
546.42511	1466
546.94025	1398
547.45538	1384
547.97052	1426
548.4856	1366
549.00073	1403
549.51581	1342
550.03088	1359
550.5459	1302
551.06097	1327
551.57599	1235
552.091	1240
552.60602	1241
553.12097	1244
553.63593	1260
554.15094	1232
554.66583	1251
555.18079	1264
555.69568	1176
556.21063	1158
556.72552	1213
557.24036	1205
557.75525	1136
558.27008	1178
558.78491	1125
559.29974	1102
559.81458	1120
560.32935	1144
560.84412	1131
561.35889	1168
561.87366	1122
562.38837	1093
562.90308	1096
563.41779	1103
563.9325	1077
564.44714	1028
564.96179	1094
565.47644	1061
565.99109	1051
566.50574	1033
567.02032	1043
567.53491	1039
568.0495	1006
568.56403	1011
569.07861	976
569.59314	1044
570.1076	1016
570.62213	1005
571.1366	954
571.65106	972
572.16553	1025
572.67999	991
573.1944	953
573.7088	947
574.22321	992
574.73755	927
575.25195	913
575.7663	875
576.28058	918
576.79492	910
577.3092	942
577.82349	945
578.33777	873
578.85205	882
579.36627	858
579.88049	886
580.39471	886
580.90887	881
581.42303	822
581.93719	875
582.45135	797
582.96545	854
583.47955	851
583.99365	881
584.50775	815
585.02179	764
585.53583	847
586.04987	820
586.5639	819
587.07788	772
587.59186	810
588.10583	755
588.61975	795
589.13373	807
589.64758	791
590.1615	742
590.67542	778
591.18927	783
591.70306	740
592.21692	785
592.73071	714
593.24451	767
593.7583	734
594.27209	740
594.78583	709
595.29956	713
595.81323	718
