Date and Time:                Sat Oct 18 08:26:29.276 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	280
478.84332	317
479.35983	339
479.87631	314
480.39282	332
480.9093	349
481.42575	330
481.94223	321
482.45868	335
482.97513	314
483.49158	336
484.00803	353
484.52444	414
485.04086	426
485.55728	481
486.07367	507
486.59006	583
487.10645	596
487.62283	695
488.13919	697
488.65555	718
489.17191	785
489.68826	864
490.20459	945
490.72092	925
491.23724	970
491.75354	1001
492.26984	1053
492.78613	1135
493.30243	1220
493.8187	1166
494.33496	1332
494.85123	1358
495.36746	1393
495.8837	1483
496.39993	1537
496.91617	1679
497.43237	1657
497.94858	1741
498.46478	1728
498.98096	2000
499.49713	1979
500.01331	2135
500.52945	2188
501.04562	2357
501.56174	2564
502.07788	2695
502.59399	2977
503.11011	3107
503.62622	3589
504.1423	4113
504.65839	4412
505.17447	4911
505.69052	5482
506.20657	5941
506.72263	6776
507.23865	7214
507.75467	8177
508.27069	9163
508.78668	9963
509.30267	11100
509.81866	12071
510.33463	13386
510.85059	14395
511.36655	15366
511.88248	16204
512.39844	16881
512.91437	17610
513.43024	18287
513.94617	18898
514.46204	19403
514.97791	19521
515.49377	19690
516.00964	20096
516.52551	19840
517.04132	20019
517.55719	19407
518.073	19447
518.58881	19173
519.10461	18822
519.62036	18321
520.13617	17507
520.65192	17065
521.16766	16347
521.68341	15862
522.1991	14870
522.71484	14056
523.23053	13311
523.74622	12444
524.2619	11365
524.77759	10070
525.29327	9109
525.8089	8252
526.32452	7525
526.84015	6549
527.35577	5905
527.8714	5111
528.38696	4601
528.90259	4025
529.41815	3482
529.93372	3204
530.44922	2954
530.96478	2782
531.48029	2500
531.99579	2315
532.51129	2404
533.02679	2315
533.5423	2307
534.05774	2230
534.57318	2220
535.08862	2156
535.60406	2125
536.11945	2188
536.63489	2138
537.15027	2036
537.66565	1940
538.18097	1998
538.69635	1992
539.21167	1884
539.72699	1927
540.24231	1770
540.75763	1714
541.27289	1767
541.78821	1740
542.30347	1647
542.81873	1678
543.33392	1645
543.84918	1650
544.36438	1535
544.87958	1495
545.39478	1482
545.90991	1440
546.42511	1440
546.94025	1423
547.45538	1440
547.97052	1386
548.4856	1375
549.00073	1266
549.51581	1359
550.03088	1311
550.5459	1335
551.06097	1304
551.57599	1302
552.091	1280
552.60602	1344
553.12097	1240
553.63593	1312
554.15094	1280
554.66583	1219
555.18079	1253
555.69568	1222
556.21063	1199
556.72552	1268
557.24036	1134
557.75525	1185
558.27008	1108
558.78491	1188
559.29974	1181
559.81458	1168
560.32935	1137
560.84412	1174
561.35889	1090
561.87366	1067
562.38837	1116
562.90308	1163
563.41779	1044
563.9325	1065
564.44714	1155
564.96179	1067
565.47644	1046
565.99109	1067
566.50574	1097
567.02032	1058
567.53491	1002
568.0495	1026
568.56403	998
569.07861	1092
569.59314	1000
570.1076	982
570.62213	964
571.1366	1016
571.65106	955
572.16553	1040
572.67999	944
573.1944	919
573.7088	995
574.22321	923
574.73755	939
575.25195	894
575.7663	924
576.28058	926
576.79492	891
577.3092	860
577.82349	894
578.33777	906
578.85205	816
579.36627	849
579.88049	860
580.39471	908
580.90887	891
581.42303	905
581.93719	845
582.45135	846
582.96545	857
583.47955	822
583.99365	843
584.50775	847
585.02179	818
585.53583	809
586.04987	855
586.5639	848
587.07788	842
587.59186	786
588.10583	805
588.61975	786
589.13373	776
589.64758	831
590.1615	741
590.67542	771
591.18927	841
591.70306	723
592.21692	738
592.73071	784
593.24451	785
593.7583	763
594.27209	739
594.78583	728
595.29956	765
595.81323	739
